Id,Label,timeset,class,modularity_class,componentnumber,Degree,Label_copy
PRL,,,gene,0,0,8,
NFKB1,,,gene,1,0,10,
CSF1,,,gene,1,0,3,
PTK2B,,,gene,4,0,2,
ADIPOQ,,,gene,1,0,8,
COL1A1,,,gene,4,0,2,
SIRT1,,,gene,4,0,6,
PPARG,,,gene,4,0,9,
AGT,,,gene,1,0,2,
BMP2,,,gene,4,0,3,
TGFB1,,,gene,1,0,13,
MIR21,,,gene,1,0,5,
SPP1,,,gene,0,0,10,
NFKB2,,,gene,1,0,10,
RELA,,,gene,1,0,10,
RELB,,,gene,1,0,10,
REL,,,gene,1,0,10,
AKT1,,,gene,1,0,6,
ANXA2,,,gene,4,0,5,
SP1,,,gene,1,0,2,
MSC,,,gene,4,0,8,
AGTR1,,,gene,1,0,2,
CYP27A1,,,gene,0,0,3,
MIF,,,gene,1,0,9,
MTOR,,,gene,4,0,5,
ADM,,,gene,3,0,5,
CD40,,,gene,1,0,6,
COL1A2,,,gene,1,0,2,
IL37,,,gene,3,0,8,
TNFRSF25,,,gene,1,0,6,
CCL2,,,gene,1,0,11,
LEPR,,,gene,1,0,4,
CP,,,gene,1,0,4,
FNDC5,,,gene,3,0,3,
SMAD1,,,gene,1,0,2,
CSF3,,,gene,1,0,7,
C3,,,gene,1,0,4,
CD83,,,gene,1,0,1,
IL2,,,gene,1,0,10,
HSPD1,,,gene,1,0,8,
PRTN3,,,gene,1,0,4,
CD79A,,,gene,1,0,13,
SELE,,,gene,1,0,4,
C5,,,gene,0,0,2,
IGHM,,,gene,0,0,9,
TNFSF13B,,,gene,1,0,8,
UCN,,,gene,1,0,1,
HLA-E,,,gene,1,0,9,
TLR9,,,gene,1,0,8,
ICAM1,,,gene,1,0,11,
IL21,,,gene,1,0,9,
EVA1C,,,gene,3,0,6,
SERPINA1,,,gene,1,0,6,
IFNA1,,,gene,1,0,10,
CD40LG,,,gene,1,0,8,
CX3CR1,,,gene,1,0,2,
ACSM3,,,gene,1,0,1,
C5AR1,,,gene,0,0,4,
SSRP1,,,gene,1,0,1,
GYPA,,,gene,1,0,1,
KIR2DS2,,,gene,1,0,1,
WG,,,gene,1,0,1,
ANGPT1,,,gene,1,0,3,
ANGPT2,,,gene,1,0,3,
MS4A1,,,gene,1,0,7,
CX3CL1,,,gene,1,0,2,
HSP90B2P,,,gene,1,0,3,
AAVS1,,,gene,1,0,2,
LTF,,,gene,1,0,5,
PADI4,,,gene,1,0,2,
SEMA4D,,,gene,1,0,2,
APP,,,gene,0,0,2,
AQP4,,,gene,1,0,3,
SERP1,,,gene,1,0,1,
CAMP,,,gene,1,0,2,
SSB,,,gene,1,0,3,
IL23R,,,gene,4,0,8,
TLR4,,,gene,4,0,11,
MBL2,,,gene,3,0,6,
ERAP1,,,gene,3,0,4,
NOD2,,,gene,3,0,7,
RETN,,,gene,1,0,5,
F5,,,gene,0,0,3,
F3,,,gene,0,0,3,
APOH,,,gene,0,0,2,
GPI,,,gene,0,0,3,
FLT1,,,gene,0,0,2,
SELP,,,gene,0,0,3,
PROC,,,gene,0,0,4,
F10,,,gene,0,0,1,
F12,,,gene,0,0,1,
ANXA5,,,gene,0,0,2,
CFH,,,gene,0,0,3,
HIF1A,,,gene,4,0,5,
COMP,,,gene,1,0,3,
TBX21,,,gene,3,0,7,
CCN2,,,gene,1,0,3,
CXCL10,,,gene,1,0,10,
HMOX1,,,gene,3,0,3,
CD19,,,gene,1,0,4,
CD28,,,gene,1,0,6,
IFNB1,,,gene,4,0,6,
CD69,,,gene,1,0,5,
FCGR2B,,,gene,1,0,3,
ITGAM,,,gene,3,0,3,
LGALS3,,,gene,1,0,3,
IL27,,,gene,1,0,7,
TLR7,,,gene,2,0,3,
IL17D,,,gene,3,0,2,
FAS,,,gene,3,0,8,
FASLG,,,gene,1,0,5,
CXCR4,,,gene,1,0,4,
SELPLG,,,gene,2,0,3,
FCGR1A,,,gene,1,0,5,
TNFRSF4,,,gene,1,0,2,
ETS1,,,gene,3,0,3,
ZFP36,,,gene,1,0,2,
CCR5,,,gene,1,0,6,
CXCR3,,,gene,3,0,6,
CD22,,,gene,1,0,2,
ICOS,,,gene,1,0,3,
IL21R,,,gene,1,0,2,
IL3,,,gene,1,0,2,
ADAM17,,,gene,1,0,4,
MMRN1,,,gene,1,0,2,
BCL2,,,gene,1,0,6,
ELANE,,,gene,1,0,3,
IL15,,,gene,3,0,5,
GATA3,,,gene,3,0,4,
PARP1,,,gene,1,0,3,
ADAMTS7,,,gene,4,0,2,
S100A12,,,gene,1,0,6,
LYZ,,,gene,1,0,5,
MMP12,,,gene,1,0,2,
ENO1,,,gene,3,0,2,
IL1F10,,,gene,1,0,2,
MBP,,,gene,1,0,2,
IL34,,,gene,1,0,2,
TNFRSF12A,,,gene,1,0,2,
COL2A1,,,gene,4,0,2,
TNFRSF9,,,gene,1,0,2,
VCAM1,,,gene,1,0,3,
PTEN,,,gene,1,0,2,
SST,,,gene,1,0,5,
TGFBR1,,,gene,1,0,2,
THBS1,,,gene,1,0,3,
FCER2,,,gene,1,0,3,
CR1,,,gene,1,0,2,
GUSB,,,gene,3,0,2,
FCGR2A,,,gene,1,0,4,
CD200R1,,,gene,1,0,2,
RAG2,,,gene,1,0,2,
ADA,,,gene,3,0,6,
THY1,,,gene,1,0,2,
TIE1,,,gene,1,0,2,
CXCR5,,,gene,1,0,2,
KLK4,,,gene,1,0,2,
CXCL1,,,gene,1,0,3,
BCR,,,gene,1,0,2,
MIR708,,,gene,4,0,1,
NOS3,,,gene,4,0,3,
ABCB1,,,gene,4,0,3,
CYP3A4,,,gene,4,0,1,
APOA1,,,gene,4,0,2,
NUBP1,,,gene,4,0,1,
PRKAA1,,,gene,4,0,1,
ASPG,,,gene,4,0,1,
APOB,,,gene,4,0,1,
TRPV4,,,gene,4,0,1,
DHS,,,gene,4,0,1,
CIMT,,,gene,1,0,4,
HLA-G,,,gene,3,0,6,
IL12RB2,,,gene,3,0,1,
IFNA2,,,gene,3,0,1,
HAVCR1,,,gene,3,0,1,
TFPI,,,gene,3,0,2,
THBD,,,gene,3,0,3,
STAT4,,,gene,3,0,5,
AHR,,,gene,3,0,4,
HLA-A,,,gene,3,0,1,
UBAC2,,,gene,3,0,1,
EGF,,,gene,3,0,5,
DEFA1,,,gene,3,0,1,
KIR2DL4,,,gene,3,0,1,
TIMD4,,,gene,3,0,2,
BTLA,,,gene,3,0,1,
KIR3DL3,,,gene,3,0,1,
IRF8,,,gene,3,0,1,
LAMP1,,,gene,3,0,1,
HGF,,,gene,1,0,5,
IL9,,,gene,3,0,4,
IGHE,,,gene,1,0,5,
MUC5AC,,,gene,1,0,2,
MIR29A,,,gene,3,0,2,
S100A4,,,gene,3,0,3,
MUC1,,,gene,0,0,5,
CASP3,,,gene,1,0,2,
TGFB2,,,gene,1,0,2,
PF4,,,gene,3,0,2,
BPI,,,gene,1,0,1,
HLA-DPB1,,,gene,1,0,3,
CCR4,,,gene,1,0,2,
CD248,,,gene,1,0,1,
AVP,,,gene,1,0,3,
CD209,,,gene,1,0,1,
GOPC,,,gene,1,0,1,
ITPKC,,,gene,1,0,1,
FGF23,,,gene,1,0,1,
CCL3L1,,,gene,1,0,2,
NR3C1,,,gene,1,0,2,
NOTCH4,,,gene,1,0,2,
CD8A,,,gene,1,0,2,
SELL,,,gene,1,0,3,
MIR200C,,,gene,1,0,1,
ITGB2,,,gene,1,0,2,
SMAD6,,,gene,1,0,1,
BLK,,,gene,1,0,2,
CD2,,,gene,1,0,2,
THPO,,,gene,1,0,3,
EGFR,,,gene,1,0,2,
MAPK3,,,gene,1,0,2,
TLR8,,,gene,1,0,2,
SMAD7,,,gene,1,0,2,
CD109,,,gene,1,0,2,
TRIB3,,,gene,1,0,2,
LGALS1,,,gene,2,0,2,
TNIP1,,,gene,1,0,3,
CDR3,,,gene,2,0,2,
IFI16,,,gene,1,0,3,
CLEC16A,,,gene,1,0,2,
INSRR,,,gene,1,0,2,
CTSS,,,gene,1,0,2,
PRS,,,gene,1,0,2,
NTRK1,,,gene,1,0,2,
THM,,,gene,1,0,4,
ENG,,,gene,1,0,1,
FBN1,,,gene,1,0,1,
CTSG,,,gene,1,0,1,
CCL18,,,gene,1,0,1,
ELN,,,gene,1,0,2,
NCAM1,,,gene,1,0,2,
ACTA2,,,gene,1,0,1,
TOP1,,,gene,1,0,1,
FLI1,,,gene,1,0,2,
UTS2,,,gene,1,0,1,
EGR1,,,gene,1,0,1,
TNFSF4,,,gene,1,0,2,
KITLG,,,gene,1,0,1,
GLB1,,,gene,1,0,1,
SMAD3,,,gene,1,0,1,
SPARC,,,gene,1,0,1,
MSR1,,,gene,1,0,1,
LOX,,,gene,1,0,1,
MAPK1,,,gene,1,0,1,
SERPINE2,,,gene,1,0,1,
CEBPZ,,,gene,1,0,1,
CXCL12,,,gene,1,0,3,
EXOSC10,,,gene,1,0,1,
JUND,,,gene,1,0,2,
FCN2,,,gene,1,0,2,
SERPINH1,,,gene,1,0,1,
CD226,,,gene,1,0,1,
SNRNP70,,,gene,1,0,2,
AQP3,,,gene,1,0,1,
PPBP,,,gene,1,0,2,
FBL,,,gene,1,0,1,
PCNA,,,gene,1,0,2,
ERVW-4,,,gene,1,0,1,
CDK5,,,gene,1,0,1,
DNAJC5,,,gene,1,0,1,
MRSS,,,gene,1,0,1,
PDGFRB,,,gene,1,0,1,
TRIM21,,,gene,1,0,3,
MGP,,,gene,1,0,1,
EP300,,,gene,1,0,1,
SIGLEC1,,,gene,1,0,1,
LSM2,,,gene,1,0,2,
TMEM11,,,gene,1,0,1,
SOX5,,,gene,1,0,1,
EGFL7,,,gene,1,0,1,
FOSL2,,,gene,1,0,1,
CCL13,,,gene,1,0,1,
CD247,,,gene,1,0,2,
PDGFRA,,,gene,1,0,1,
HTR2A,,,gene,1,0,1,
RBFOX2,,,gene,1,0,1,
PTPA,,,gene,1,0,1,
LILRB1,,,gene,1,0,1,
HT,,,gene,1,0,1,
WIF1,,,gene,1,0,1,
EPHB2,,,gene,1,0,1,
SMAD2,,,gene,1,0,1,
CA5A,,,gene,1,0,1,
KLF5,,,gene,1,0,1,
IRF7,,,gene,1,0,1,
PTBP1,,,gene,1,0,1,
TREX1,,,gene,1,0,2,
ERI1,,,gene,1,0,1,
KRT1,,,gene,1,0,2,
SERPINF1,,,gene,1,0,1,
SEMA3E,,,gene,1,0,1,
CENPA,,,gene,1,0,1,
VGLL3,,,gene,1,0,1,
PTP4A1,,,gene,1,0,1,
VNN1,,,gene,1,0,1,
HTR1A,,,gene,1,0,1,
POLR3A,,,gene,1,0,1,
EDNRA,,,gene,1,0,1,
MUC16,,,gene,1,0,1,
LILRA3,,,gene,1,0,1,
AQP1,,,gene,1,0,1,
CXCL13,,,gene,1,0,2,
SPTAN1,,,gene,1,0,1,
RO60,,,gene,1,0,2,
TTR,,,gene,1,0,1,
SMAD4,,,gene,1,0,1,
ABCA1,,,gene,1,0,1,
AQP5,,,gene,1,0,1,
MRGPRF,,,gene,1,0,1,
E2F1,,,gene,1,0,1,
CA2,,,gene,1,0,1,
GAS6,,,gene,1,0,2,
PSMB8,,,gene,1,0,1,
ATG5,,,gene,1,0,2,
LTBR,,,gene,1,0,1,
MAP1LC3B,,,gene,1,0,1,
TBCE,,,gene,1,0,1,
LCN1,,,gene,1,0,1,
CRISP3,,,gene,1,0,1,
TRIM68,,,gene,1,0,2,
SNRPG,,,gene,1,0,1,
LMNA,,,gene,1,0,2,
SPAST,,,gene,1,0,1,
ID3,,,gene,1,0,1,
MSN,,,gene,1,0,1,
LRP2,,,gene,1,0,1,
PSS,,,gene,1,0,1,
C4A,,,gene,1,0,1,
CD5,,,gene,1,0,1,
DNASE1,,,gene,1,0,1,
TNFRSF13C,,,gene,1,0,1,
FUT1,,,gene,1,0,1,
HAVCR2,,,gene,1,0,1,
CD27,,,gene,1,0,1,
CD72,,,gene,1,0,1,
CDR1,,,gene,1,0,1,
TG,,,gene,1,0,1,
HLA-DRB5,,,gene,1,0,1,
HISTONE H1,,,gene,1,0,1,
ZNF423,,,gene,1,0,1,
A2M,,,gene,1,0,1,
AOPEP,,,gene,1,0,1,
SIGIRR,,,gene,1,0,1,
CD180,,,gene,1,0,1,
FXN,,,gene,1,0,1,
LMNB1,,,gene,1,0,1,
CLEC4C,,,gene,1,0,1,
IL4I1,,,gene,1,0,1,
TYROBP,,,gene,1,0,1,
CD24,,,gene,1,0,1,
MECP2,,,gene,1,0,1,
C4B,,,gene,1,0,1,
DNASE1L3,,,gene,1,0,1,
PLA2G7,,,gene,1,0,1,
SLEB3,,,gene,1,0,1,
OCA2,,,gene,1,0,1,
TRAF1,,,gene,1,0,1,
HLA-DMA,,,gene,1,0,1,
ADAR,,,gene,1,0,1,
TGM2,,,gene,1,0,1,
SNRPD1,,,gene,1,0,1,
MMP7,,,gene,1,0,1,
NUP62,,,gene,1,0,1,
PXK,,,gene,1,0,1,
HSP90AB1,,,gene,1,0,1,
CD1C,,,gene,1,0,1,
EMB,,,gene,1,0,1,
IFNA17,,,gene,1,0,1,
MERTK,,,gene,1,0,1,
DNMT1,,,gene,1,0,1,
EGR2,,,gene,1,0,1,
DHX9,,,gene,1,0,1,
ACLY,,,gene,1,0,1,
MX1,,,gene,1,0,1,
NCF2,,,gene,1,0,1,
PRDM1,,,gene,1,0,1,
CREM,,,gene,1,0,1,
SEMG1,,,gene,1,0,1,
FCRL3,,,gene,1,0,1,
MFGE8,,,gene,1,0,1,
ADAMTS13,,,gene,1,0,1,
CIC,,,gene,1,0,1,
IRF3,,,gene,1,0,1,
IKZF1,,,gene,1,0,1,
AFF1,,,gene,1,0,1,
IKBKE,,,gene,1,0,1,
HSP90B1,,,gene,1,0,1,
RFX1,,,gene,1,0,1,
LY9,,,gene,1,0,1,
GSTM1,,,gene,1,0,1,
AICDA,,,gene,1,0,1,
PRKCD,,,gene,1,0,1,
C1R,,,gene,1,0,1,
C1S,,,gene,1,0,1,
ACTB,,,gene,1,0,1,
CD70,,,gene,1,0,1,
LAIR1,,,gene,1,0,1,
MIR23B,,,gene,1,0,1,
WDFY4,,,gene,1,0,1,
IRF1,,,gene,1,0,1,
MDM2,,,gene,1,0,1,
FKBP11,,,gene,1,0,1,
CD276,,,gene,1,0,1,
IFNK,,,gene,1,0,1,
CST3,,,gene,1,0,1,
RRP8,,,gene,1,0,1,
GNAQ,,,gene,1,0,1,
PDGFB,,,gene,1,0,1,
LBR,,,gene,1,0,1,
ELK1,,,gene,1,0,1,
HISTONE H2B,,,gene,1,0,1,
LGALS8,,,gene,1,0,1,
PTPRC,,,gene,1,0,1,
SLAMF1,,,gene,1,0,1,
XRCC1,,,gene,1,0,1,
NFIL3,,,gene,1,0,1,
AFP,,,gene,1,0,1,
IRF2,,,gene,1,0,1,
GPER1,,,gene,1,0,1,
TBK1,,,gene,1,0,1,
PIN1,,,gene,1,0,1,
IFI27,,,gene,1,0,1,
IFI44L,,,gene,1,0,1,
DUSP22,,,gene,1,0,1,
CD74,,,gene,1,0,1,
TPO,,,gene,1,0,1,
VSTM1,,,gene,1,0,1,
APOL1,,,gene,1,0,1,
LGALS3BP,,,gene,1,0,1,
CFI,,,gene,1,0,1,
TRIB1,,,gene,1,0,1,
TNFRSF17,,,gene,1,0,1,
WFDC21P,,,gene,1,0,1,
APOM,,,gene,1,0,1,
CASP10,,,gene,1,0,1,
C2,,,gene,1,0,1,
MAVS,,,gene,1,0,1,
KLF13,,,gene,1,0,1,
UBE2L3,,,gene,1,0,1,
ID1,,,gene,1,0,1,
GABRP,,,gene,1,0,1,
TNFAIP8L2,,,gene,1,0,1,
VTCN1,,,gene,1,0,1,
GAS5,,,gene,1,0,1,
FCN3,,,gene,1,0,1,
CR2,,,gene,1,0,1,
SERPINC1,,,gene,1,0,1,
CD200,,,gene,1,0,1,
CLU,,,gene,1,0,1,
CGAS,,,gene,1,0,1,
BANK1,,,gene,1,0,1,
IFNL1,,,gene,1,0,1,
ABCD1,,,gene,1,0,1,
KDM6B,,,gene,1,0,1,
ALLERGIC ANGIITIDES,,,disease,1,0,5,ALLERGIC ANGIITIDES
POLYCYTHEMIA,,,disease,0,0,16,POLYCYTHEMIA
ACE,,,gene,0,0,10,
HAMP,,,gene,0,0,4,
MPO,,,gene,1,0,8,
CCL17,,,gene,1,0,3,
IL5,,,gene,1,0,5,
VEGFA,,,gene,1,0,15,
CCL26,,,gene,1,0,1,
JAK2,,,gene,0,0,3,
EPO,,,gene,0,0,5,
EPAS1,,,gene,0,0,2,
NFE2,,,gene,0,0,1,
EGLN1,,,gene,0,0,1,
EPOR,,,gene,0,0,2,
SLC30A10,,,gene,0,0,1,
VHL,,,gene,0,0,1,
SENP1,,,gene,0,0,1,
ACO1,,,gene,0,0,1,
TFRC,,,gene,0,0,1,
PPP1R12C,,,gene,0,0,1,
HBG2,,,gene,0,0,1,
AGE RELATED OSTEOPOROSIS,Osteoporosis,,disease,4,0,203,AGE RELATED OSTEOPOROSIS
RUNX2,,,gene,4,0,1,
HSD11B1,,,gene,4,0,2,
AR,,,gene,4,0,1,
LRP5,,,gene,4,0,1,
PTHLH,,,gene,4,0,1,
KL,,,gene,4,0,1,
LCT,,,gene,3,0,3,
HSPB3,,,gene,4,0,2,
CD34,,,gene,4,0,1,
PTH1R,,,gene,4,0,1,
CASR,,,gene,4,0,1,
BTF3P11,,,gene,4,0,2,
INS,,,gene,4,0,2,
IGFBP1,,,gene,4,0,1,
WNT1,,,gene,4,0,1,
NOTCH2,,,gene,4,0,1,
ALDH2,,,gene,4,0,1,
HSP90AA1,,,gene,4,0,2,
SHBG,,,gene,4,0,1,
ATF4,,,gene,4,0,2,
MIR34A,,,gene,4,0,1,
SERPINE1,,,gene,4,0,4,
CTNNB1,,,gene,4,0,5,
GCG,,,gene,4,0,4,
RARRES2,,,gene,4,0,2,
HSD11B2,,,gene,4,0,2,
BMI1,,,gene,4,0,1,
P2RX7,,,gene,4,0,3,
ITLN1,,,gene,4,0,2,
IL17B,,,gene,4,0,4,
ECD,,,gene,4,0,1,
ANPEP,,,gene,4,0,1,
CAV1,,,gene,4,0,3,
MIR214,,,gene,4,0,1,
SOD2,,,gene,4,0,1,
SIRT6,,,gene,4,0,1,
ST3GAL4,,,gene,4,0,1,
TSHR,,,gene,4,0,1,
SP7,,,gene,4,0,2,
CD44,,,gene,4,0,4,
VKORC1,,,gene,4,0,1,
ELF3,,,gene,4,0,1,
PLS3,,,gene,4,0,1,
ALOX15,,,gene,4,0,2,
GC,,,gene,4,0,1,
UGCG,,,gene,4,0,1,
POSTN,,,gene,4,0,2,
INSL3,,,gene,4,0,1,
MRPL49,,,gene,4,0,1,
IGFBP3,,,gene,4,0,1,
CYP1A1,,,gene,4,0,1,
CALCR,,,gene,4,0,1,
CLCN7,,,gene,4,0,1,
CNOT3,,,gene,4,0,1,
ESR2,,,gene,4,0,1,
VPS35,,,gene,4,0,1,
NOX4,,,gene,4,0,2,
SLC51A,,,gene,4,0,1,
MIR194-1,,,gene,4,0,1,
HBM,,,gene,4,0,1,
GDF11,,,gene,4,0,1,
CBS,,,gene,4,0,1,
KHDRBS1,,,gene,4,0,1,
CDX2,,,gene,4,0,1,
SATB2,,,gene,4,0,1,
ST2,,,gene,4,0,4,
RICTOR,,,gene,4,0,1,
DDR2,,,gene,4,0,1,
MAPK7,,,gene,4,0,1,
SOX6,,,gene,4,0,1,
LRP6,,,gene,4,0,1,
ZNF467,,,gene,4,0,1,
RXFP2,,,gene,4,0,1,
MTHFR,,,gene,4,0,4,
GSTT1,,,gene,4,0,2,
TRPV1,,,gene,4,0,3,
WNT4,,,gene,4,0,1,
EPHA2,,,gene,4,0,1,
NELL1,,,gene,4,0,2,
GHR,,,gene,4,0,1,
RHOV,,,gene,4,0,1,
DDIT3,,,gene,4,0,1,
WNT16,,,gene,4,0,1,
PLEKHO1,,,gene,4,0,1,
SMURF1,,,gene,4,0,1,
CNR2,,,gene,3,0,2,
CTSB,,,gene,4,0,1,
PTN,,,gene,4,0,2,
PPIA,,,gene,4,0,1,
SLC11A2,,,gene,4,0,1,
DDOST,,,gene,4,0,1,
LYPD4,,,gene,4,0,1,
FDPS,,,gene,4,0,1,
FOXO1,,,gene,4,0,1,
TPH1,,,gene,4,0,1,
EZH2,,,gene,4,0,1,
GBP1,,,gene,4,0,1,
ESRRA,,,gene,4,0,1,
ZDHHC13,,,gene,4,0,1,
CEACAM1,,,gene,4,0,1,
ATP6V1H,,,gene,4,0,1,
WNT10B,,,gene,4,0,1,
ACP1,,,gene,4,0,1,
MDK,,,gene,4,0,2,
MEN1,,,gene,4,0,1,
APOE,,,gene,4,0,3,
GIP,,,gene,4,0,1,
EFNA2,,,gene,4,0,1,
SLC2A1,,,gene,4,0,1,
SQOR,,,gene,4,0,1,
IL31,,,gene,3,0,3,
BPIFA2,,,gene,4,0,1,
DBP,,,gene,4,0,1,
MIR106B,,,gene,4,0,1,
LRP1,,,gene,4,0,2,
BMP3,,,gene,4,0,1,
IBSP,,,gene,4,0,1,
FGFR3,,,gene,4,0,1,
SMAD5,,,gene,4,0,1,
PTRH1,,,gene,4,0,1,
MEPE,,,gene,4,0,1,
ST8,,,gene,4,0,1,
MGARP,,,gene,4,0,1,
