"Link.ID","Source.name","Source.Display.Name","Source.type","Target.name","Target.Display.Name","Target.type","Confidence","Documents","Document.IDs","Relationships"
8,"Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O","GENISTEIN","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",92.6639584494305,27,"Pmcoa_4520332,Medline_22476903,Pmcoa_4663593,Pmcoa_5331610,Medline_19302595,Medline_25543689,Medline_23829885,Patent_US5506211,Pmcoa_4581246,Medline_29345579,Pmcoa_4100171,Pmcoa_3858582,Medline_12051115,Medline_19332450,Patent_EP1523478A2,Patent_EP1523478B1,Patent_EP1351682A1,Patent_US20040116498,Patent_US20050256321,Patent_US20090062555,Patent_WO2004009576A2,Patent_WO2002055072A1,Patent_WO1998003084A1,Patent_WO2001060774A1,Medline_24817965,Pmcoa_4299555,Pmcoa_2515927","Regulation,Association,AssociationNegative,Treat,AssociationPositive"
10,"TNFSF11","TNFSF11","GENE","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",86.4836587914813,77,"Patent_US20040115199,Patent_US6645500,Patent_WO2000015807A1,Pmcoa_5810289,Patent_WO2009003889A2,Medline_23845033,Medline_12434161,Patent_EP2083073B1,Pmcoa_5738837,Medline_22013547,Pmcoa_3196262,Patent_WO2015063249A1,Medline_24316417,Medline_24824988,Medline_25249312,Medline_28337794,Pmcoa_4019566,Pmcoa_4182795,Pmcoa_5738403,Pmcoa_5481806,Pmcoa_5470107,Medline_10875310,Medline_18830046,Medline_20381400,Medline_21744161,Medline_18431035,Patent_US6831065,Pmcoa_2515927,Pmcoa_5830402,Pmcoa_4303229,Medline_11358418,Pmcoa_3088831,Pmcoa_3822559,Medline_22952578,Pmcoa_3430669,Pmcoa_5709243,Pmcoa_4758783,Medline_19352306,Medline_19995704,Pmcoa_3005230,Pmcoa_4991940,Pmcoa_4138914,Patent_US20160208021,Patent_US20160208020,Patent_US20170152323,Medline_23268303,Patent_WO2011116527A1,Pmcoa_4381633,Patent_EP1948245B1,Patent_EP1948245A2,Patent_US20140350066,Patent_US20090209624,Patent_US20130065941,Pmcoa_5826921,Medline_29263385,Medline_26529931,Patent_US20140165223,Patent_EP2741760A2,Patent_EP1896020A1,Patent_EP1896020B1,Patent_US20070004748,Patent_WO2006138590A1,Patent_US7468379,Patent_WO2013024040A2,Pmcoa_5780099,Pmcoa_5562121,Medline_21470874,Pmcoa_3076242,Medline_17982198,Medline_24369284,Pmcoa_4585926,Pmcoa_5562099,Medline_29528523,Pmcoa_3488317,Medline_15542046,Pmcoa_3357929,Medline_25143915","Regulation,AssociationPositive,AssociationNegative,Association,Prepositional,Treat,Part_Of,Is_A,Similarity"
11,"TNFRSF11B","TNFRSF11B","GENE","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",89.7210964228603,103,"Pmcoa_4279182,Medline_15280347,Pmcoa_2664723,Medline_27840967,Pmcoa_5117769,Pmcoa_5432005,Medline_21411255,Pmcoa_3088831,Medline_24065669,Medline_24457406,Medline_12879416,Medline_11375772,Patent_EP2874643A1,Patent_EP1515743A2,Patent_US20060003928,Patent_US20050143301,Patent_US20170073391,Patent_US7585840,Patent_US7638480,Patent_WO2001023559A1,Patent_WO2003084560A2,Patent_WO2001023562A2,Patent_WO2013147899A1,Patent_WO2015134032A1,Patent_EP2364727A2,Patent_EP1353691B1,Patent_EP2055312A1,Patent_EP1353691A2,Patent_EP1370290B1,Patent_US20160008453,Patent_US20120114674,Patent_US20110305723,Patent_US20080274131,Patent_US20130315949,Patent_US20150202281,Patent_US7264810,Patent_US7320793,Medline_24410296,Medline_27639566,Pmcoa_5097783,Pmcoa_4700953,Patent_US20030148955,Pmcoa_5113973,Pmcoa_4854995,Patent_WO2015063249A1,Patent_US9012482,Pmcoa_5829164,Patent_EP2001499B1,Patent_US20150057229,Patent_US20090099084,Pmcoa_2515927,Patent_US9066908,Pmcoa_2958849,Pmcoa_5742334,Medline_14523602,Medline_17705184,Pmcoa_5734735,Medline_17215793,Pmcoa_4758783,Medline_24283361,Medline_15562379,Medline_16712673,Patent_WO2001016299A1,Medline_10952716,Patent_EP1948245B1,Patent_US20100068211,Patent_EP1948245A2,Patent_US20140350066,Patent_US20130065941,Patent_US20090209624,Pmcoa_193736,Medline_23856613,Medline_24975835,Pmcoa_3835354,Medline_23268303,Medline_24067544,Medline_28161839,Pmcoa_4381633,Pmcoa_2193236,Medline_12568404,Patent_US20070231414,Medline_15003790,Medline_17895323,Medline_20718662,Medline_26092508,Medline_26065000,Patent_EP2162747A2,Patent_EP2162747B1,Patent_EP2565649B1,Patent_EP2565649A1,Patent_US20090117107,Patent_US20120076774,Patent_US20140155461,Patent_US8637257,Patent_WO2008155397A2,Pmcoa_3307025,Pmcoa_4433710,Medline_25148458,Pmcoa_3161864,Pmcoa_5173171,Pmcoa_3735399,Medline_15180028,Pmcoa_3488317","Regulation,Association,AssociationPositive,Prepositional,AssociationNegative,Predict,Treat,Similarity,Aggravate"
12,"CC(=O)Nc1ccc(O)cc1.Cn1cnc2n(C)c(=O)n(C)c(=O)c12.CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O","BUTALBITAL/ACETAMINOPHEN/CAFFEINE","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",94.1993927218548,15,"Medline_15748930,Medline_14620789,Medline_10932809,Medline_12467202,Medline_14595991,Medline_20087005,Medline_20086895,Medline_8629827,Medline_29287574,Medline_9345215,Pmcoa_1131917,Pmcoa_2766888,Pmcoa_3658382,Pmcoa_5020797,Medline_14964440","AssociationPositive,Association,Prepositional"
13,"IGF1","IGF1","GENE","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",93.0921664468648,38,"Medline_16874862,Pmcoa_3317859,Pmcoa_3132482,Medline_15049965,Medline_12235108,Pmcoa_2999719,Pmcoa_5093239,Medline_15256976,Medline_10853706,Medline_15049048,Pmcoa_3955557,Medline_1351596,Pmcoa_4266875,Pmcoa_4132406,Patent_EP0560723A1,Patent_US20020037279,Patent_US20040043010,Patent_US20030235561,Patent_US20020013273,Patent_US6300309,Patent_WO1999024061A1,Patent_US6573238,Medline_22782005,Pmcoa_3438316,Pmcoa_3400941,Medline_22179745,Medline_9751217,Patent_US20020028764,Medline_24639846,Pmcoa_4176640,Medline_9487986,Medline_26825070,Medline_18791350,Pmcoa_4319264,Medline_17874030,Medline_23508541,Medline_10986623,Medline_20007694","Regulation,Association,AssociationNegative,Prepositional,AssociationPositive,Treat,Similarity"
14,"C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=Cc5c(C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O)cnn5-c1ccccc1","CORTIVAZOL","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",91.8172831728414,36,"Medline_15605213,Medline_12793604,Medline_17368420,Medline_14716359,Medline_1152668,Medline_11730262,Medline_1342693,Medline_20374351,Medline_16960697,Medline_17576820,Medline_2202618,Medline_9445832,Medline_8272794,Patent_EP2222636A2,Medline_3043411,Medline_3319638,Medline_5070400,Medline_9378048,Patent_EP1082463B1,Patent_US20130184206,Patent_US20160338995,Patent_US20170247325,Patent_US20160038461,Patent_US20140350065,Patent_US9139520,Patent_US9675583,Patent_US8748633,Patent_WO1999060164A1,Patent_WO2009082437A2,Patent_WO2015108988A2,Pmcoa_3425065,Pmcoa_1526636,Pmcoa_3813174,Pmcoa_4279811,Pmcoa_4581271,Pmcoa_5094393","AssociationPositive"
15,"CC(O)(P(O)(O)=O)P(O)(O)=O","ETIDRONIC ACID","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",92.9184840301228,60,"Medline_10722260,Medline_12919709,Medline_8159105,Medline_2122254,Medline_7653482,Medline_9445833,Medline_12610804,Medline_11202511,Medline_21710176,Pmcoa_3150473,Pmcoa_2810587,Patent_EP1492502A1,Patent_EP1923052A1,Patent_US20030195170,Patent_WO2003086355A1,Patent_WO2009034580A1,Medline_15775546,Patent_US20130123297,Patent_US20100305324,Patent_US8372862,Pmcoa_3108376,Patent_US9090608,Medline_16521799,Medline_9933473,Patent_US20040224884,Patent_US20050026223,Patent_WO2000020007A1,Patent_US6416737,Pmcoa_2815806,Medline_10666494,Medline_8966498,Medline_8054866,Pmcoa_1936264,Pmcoa_198278,Medline_15630758,Patent_EP1587470A2,Patent_US20040005345,Patent_US6905701,Patent_WO2002009631A1,Patent_WO2004067063A2,Medline_1906636,Medline_17163254,Medline_20309678,Medline_9783331,Medline_7835009,Medline_7598461,Medline_9799894,Patent_US20060172019,Patent_WO2004078261A1,Pmcoa_3534324,Pmcoa_5688964,Medline_3226097,Medline_11059223,Medline_11131448,Medline_18050368,Medline_9365446,Patent_EP1188441A1,Medline_7914822,Patent_EP2694053A2,Patent_WO2012139093A2","Association,Prepositional,Treat,AssociationNegative,AssociationPositive"
16,"GH1","GH1","GENE","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",92.0938871280433,118,"Pmcoa_5401817,Medline_20652717,Patent_US20020042539,Patent_US6548042,Patent_EP1643970A2,Patent_WO2005004895A2,Medline_12213671,Medline_29030774,Medline_25876453,Patent_US20030229002,Pmcoa_3004503,Medline_15799124,Medline_10993598,Medline_10467451,Medline_11892265,Medline_782667,Medline_993324,Medline_4444231,Patent_US20050170461,Patent_WO1997024436A2,Patent_US6881545,Patent_US6794491,Medline_17647196,Pmcoa_4132406,Patent_US6187750,Patent_US20010012832,Patent_US5855920,Patent_US20020042419,Patent_US20030199514,Patent_US20040122062,Patent_EP1159964B1,Patent_US20020028838,Patent_US20020086865,Patent_US20020013320,Patent_US20030130284,Patent_US20020151551,Patent_US20030105114,Patent_US6559150,Patent_US20020103221,Patent_US20050009754,Patent_US20020045622,Patent_US20030225096,Patent_US6686359,Patent_US6358951,Patent_WO2004108120A1,Patent_US6548501,Patent_US6852722,Medline_12973043,Medline_8427294,Patent_EP0869968A1,Patent_EP0869968B1,Patent_EP1551511A2,Patent_US20020049196,Patent_US20060079549,Patent_EP1670444A2,Patent_EP1001970A1,Patent_EP1001970B1,Patent_EP1404361A1,Patent_US20020042415,Patent_US20030216399,Patent_US20030027995,Patent_US20040147568,Patent_US6429313,Patent_US20060063798,Patent_US20020002165,Patent_US20100305114,Patent_US20080194553,Patent_US7214804,Patent_US20020065284,Patent_US20010041703,Patent_US20040009984,Patent_US20060079562,Patent_US20110224199,Patent_US20100016233,Patent_US20120252799,Patent_US20050154043,Patent_US6828305,Patent_WO1995011029A1,Patent_WO2006044359A2,Patent_US20160331725,Patent_US6525047,Patent_US20090324625,Patent_US8143425,Patent_US6953791,Patent_US7592354,Patent_US6433171,Patent_US7166596,Patent_US7589102,Patent_US7799801,Patent_US7910601,Patent_US8557841,Patent_US6951850,Patent_WO2005039546A2,Patent_US7781404,Patent_US7977353,Patent_USRE38524,Patent_WO1998046220A1,Patent_US6482825,Patent_WO2005070884A2,Patent_US8232291,Patent_WO2004021984A2,Patent_US9408405,Medline_8805987,Patent_US20140079827,Patent_US20140079825,Patent_US20140295003,Patent_US8722115,Patent_US9238024,Patent_WO2014047476A1,Medline_9360937,Patent_US20030235561,Patent_US20040043010,Patent_US20020037279,Pmcoa_3312192,Medline_25257562,Patent_EP1149583A2,Patent_EP1002802B1,Medline_10209550","Regulation,AssociationNegative,Association,Treat,Prepositional,AssociationPositive"
17,"CC1=CC(=O)c2ccccc2C1=O","MENADIOL SODIUM DIPHOSPHATE ANHYDROUS","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",80.6215736914849,2,"Medline_25433907,Medline_16030366","Association,Treat"
18,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C","CALCITRIOL","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",95.9607389658365,40,"Medline_11952306,Medline_29425808,Medline_24729692,Pmcoa_3974693,Medline_8807626,Medline_19146159,Medline_10083195,Medline_15861036,Medline_2012031,Medline_6896958,Patent_EP2049685A2,Patent_US20100069334,Pmcoa_5297185,Medline_25666830,Patent_US20070104786,Patent_US20030158154,Patent_US20050282784,Patent_WO2011038116A2,Patent_WO2003007916A1,Patent_WO2004058235A2,Patent_US7579333,Medline_7827399,Medline_10213125,Medline_10726119,Medline_15587751,Medline_22191725,Medline_21902297,Medline_2909549,Medline_8837546,Pmcoa_3102469,Medline_20589680,Pmcoa_4702169,Pmcoa_5125576,Patent_US20020045772,Medline_1971370,Medline_26377424,Medline_25929192,Pmcoa_4532726,Pmcoa_5221555,Pmcoa_4713924","TREAT,Prepositional,Treat,AssociationNegative,Association"
19,"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS(O)(=O)=O)[C@@H]1CCC2=O","DEHYDROEPIANDROSTERONE SULFATE","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",85.620286611078,3,"Medline_10341026,Medline_12044960,Medline_11940375","AssociationNegative,Treat"
20,"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O","TESTOSTERONE","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",96.1964206817655,90,"Medline_20126856,Patent_US20050142221,Pmcoa_5376477,Patent_EP2845598A1,Patent_EP2845598B1,Patent_EP2508083A1,Patent_US9827273,Patent_US20150224150,Patent_EP1902026B1,Patent_US7935722,Medline_15521957,Pmcoa_3982416,Pmcoa_2948422,Medline_6693057,Patent_EP3178480A1,Patent_EP3116510A1,Patent_EP2442807A1,Patent_US20150250802,Patent_US20130244989,Patent_US20170290847,Patent_US20100317635,Patent_US9744177,Patent_WO2010145010A1,Patent_WO2015135061A1,Pmcoa_3459575,Medline_15917159,Medline_8021946,Medline_9477594,Patent_US6423701,Pmcoa_4592737,Pmcoa_3603196,Pmcoa_4213476,Medline_17194004,Patent_EP3164133A1,Patent_US20170151267,Patent_WO2016003284A1,Medline_24468754,Medline_18044351,Medline_23273578,Patent_EP3078368A1,Patent_US20170216312,Pmcoa_5772839,Pmcoa_5558632,Pmcoa_3433727,Pmcoa_5835701,Patent_EP2744490A1,Patent_US20140079829,Patent_US20140079824,Patent_US20140302182,Patent_US8765195,Patent_US9339490,Patent_US8747922,Patent_WO2014047305A1,Medline_29303101,Medline_20497848,Medline_10468898,Medline_16160736,Medline_25158777,Medline_12659619,Pmcoa_3671298,Patent_US20130034537,Medline_16294275,Pmcoa_1074710,Pmcoa_5535851,Pmcoa_4245575,Patent_US20040092494,Patent_US20050118242,Patent_US20070154533,Patent_EP1322336B1,Patent_EP1868590A2,Patent_EP2283865A1,Patent_US20030022877,Patent_US20040002482,Patent_US20120245134,Patent_US20120058981,Patent_US20120065180,Patent_US20050152956,Patent_US20090318398,Patent_US20110306582,Patent_US20150250801,Patent_US20140142077,Patent_WO2002017967A1,Patent_WO2004091631A1,Patent_WO2006113242A2,Medline_21790658,Pmcoa_3378976,Medline_16720668,Medline_22924057,Medline_26205546,Pmcoa_3424595","Part_Of,Association,Treat,Regulation,AssociationNegative,AssociationPositive,Help,Prepositional,Predict"
21,"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C","ALFACALCIDOL","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",91.7501125106541,27,"Medline_18799859,Medline_7709639,Pmcoa_5357292,Pmcoa_5795805,Medline_28458336,Pmcoa_3333459,Medline_17627088,Medline_16914703,Medline_17108350,Medline_19035979,Medline_17120352,Medline_8131343,Medline_15615075,Medline_22527138,Pmcoa_4284929,Medline_28621008,Medline_10485988,Medline_110417,Medline_16525749,Medline_14513268,Medline_12520540,Medline_10726119,Pmcoa_2706792,Pmcoa_3890406,Medline_11229319,Medline_24450570,Pmcoa_3554442","Prepositional,Association,TREAT,AssociationPositive,Treat,AssociationNegative"
22,"CC(O)=N[C@@H]1[C@@H](O)[C@H](O)[C@@H](COS(O)(=O)=O)O[C@@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H](O)O[C@H](O[C@H]3[C@H](O)[C@@H](OS(O)(=O)=O)C(O)O[C@H]3C(O)=O)[C@H](OS(O)(=O)=O)[C@H]2CS(O)(=O)=O)O[C@@H]1C(O)=O","HEPARIN","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",96.2006066985181,281,"Medline_12128275,Pmcoa_3332958,Medline_28879474,Patent_US20130137702,Patent_US20170056396,Patent_US9522892,Medline_17344169,Medline_17598007,Pmcoa_5463373,Medline_9129028,Medline_3563963,Medline_29415886,Medline_9949165,Medline_8695849,Pmcoa_4997930,Medline_10726030,Patent_EP1412378A1,Medline_25959412,Medline_9646784,Patent_US20050176940,Patent_WO2003002592A1,Pmcoa_4715853,Pmcoa_3495041,Pmcoa_4908671,Pmcoa_4863293,Medline_6652051,Medline_10785946,Medline_12149930,Medline_14677021,Medline_16720575,Medline_12091128,Medline_10069759,Medline_12812389,Medline_19388925,Medline_1485282,Medline_15584059,Medline_2176772,Medline_12787535,Medline_11874234,Medline_10331096,Medline_12871278,Medline_15034940,Medline_15094943,Medline_12763491,Medline_15485112,Medline_16637456,Medline_17082684,Medline_15934862,Medline_18664969,Medline_19934178,Medline_8141217,Medline_9759137,Medline_8965038,Patent_EP1110949B1,Medline_7632944,Medline_7079575,Patent_EP1539121A2,Medline_23307015,Patent_EP1339678B1,Patent_EP1765461A1,Patent_EP2176294A1,Patent_EP2605652A1,Patent_EP2729141A1,Patent_EP1110949A1,Patent_EP2789332A1,Patent_EP2968249A1,Patent_EP1417975B1,Medline_3947197,Medline_9801731,Medline_4718297,Patent_US20010056060,Patent_EP1339678A2,Patent_EP1470109A1,Patent_EP0950417A2,Patent_EP0951282B1,Patent_EP1021410B1,Patent_EP1232757B1,Medline_7087974,Medline_9456011,Patent_EP0946501B1,Patent_EP1121939A2,Medline_9256306,Patent_EP0946501A1,Patent_EP1691807A1,Patent_EP2176294B1,Patent_EP2303832A1,Patent_EP2307351A2,Medline_9759620,Patent_EP0951282A1,Patent_EP1021410A1,Patent_EP1232757A1,Patent_EP2560661A2,Patent_EP1481976B1,Patent_EP1666883A1,Medline_9488788,Medline_9488783,Medline_6098977,Medline_6963333,Medline_7605875,Patent_US20010047105,Patent_US20030008895,Patent_US20030078261,Patent_US20090118316,Patent_EP1874331B1,Patent_EP2185516A2,Patent_US20110046385,Patent_EP1452178A1,Patent_EP2605652B1,Patent_EP2729141B1,Patent_US20030105092,Patent_EP1481976A1,Patent_US20040176461,Patent_EP1448182A1,Patent_EP2255829A2,Patent_EP2794626B1,Patent_EP0911321A2,Patent_EP1634618A1,Patent_US20040058889,Patent_US20050020686,Patent_US20140243349,Patent_US20160145290,Patent_US20020165255,Patent_US20140080902,Patent_US20040259921,Patent_EP2794626A1,Patent_US20120087899,Patent_EP1586564B1,Patent_EP1636388A2,Patent_EP1856157A2,Patent_US20090042885,Patent_US20060079488,Patent_US20060252045,Patent_US20080108658,Patent_US20050171015,Patent_US6852863,Patent_US20020019351,Patent_US20020040149,Patent_US20100221252,Patent_US20020016368,Patent_US20030175680,Patent_US20030166631,Patent_US20030216445,Patent_US20170246154,Patent_US20110195926,Patent_US20080033033,Patent_US20140200194,Patent_US20030149086,Patent_US20120046320,Patent_US20080004225,Patent_US20110082209,Patent_US20040162289,Patent_US20040209848,Patent_US20050124577,Patent_US6352970,Patent_US20020065308,Patent_US20040258730,Patent_US6998423,Patent_US6124314,Patent_US9533976,Patent_WO2001046140A1,Patent_US20060263355,Patent_US20110086921,Patent_US20120177647,Patent_US20150299157,Patent_US20150299174,Patent_US20060241079,Patent_US20080200429,Patent_US20050245540,Patent_US7256211,Patent_US7268139,Patent_US6376502,Patent_US6747054,Patent_US8207223,Patent_WO2004026239A2,Patent_US20100113388,Patent_US20140005228,Patent_US7402605,Patent_US20120202773,Patent_US6649657,Patent_US20090281026,Patent_US9303010,Patent_US20100010222,Patent_WO2007011232A2,Patent_WO2009147165A1,Patent_US7442702,Patent_US9493437,Patent_US8921413,Patent_US20140243373,Patent_US20140309310,Patent_US20170260176,Patent_US9109002,Patent_WO1998058911A2,Patent_US6288120,Patent_US6531485,Patent_US6552067,Patent_US6642266,Patent_US6737437,Patent_US8629176,Patent_US7550584,Patent_US7018986,Patent_US20150110808,Patent_US7608637,Patent_US7777027,Patent_WO1998027976A1,Patent_US6426359,Patent_US6492412,Patent_US6498172,Patent_US7192979,Patent_WO2005028678A2,Patent_US7683094,Patent_US9504707,Patent_US9044476,Patent_WO1999019300A1,Patent_US6891062,Patent_US9120824,Patent_WO1998028264A1,Patent_WO2013004291A1,Patent_WO2002042268A2,Patent_WO2005123191A1,Patent_WO2009027811A2,Patent_WO2016205062A1,Patent_WO2013096926A1,Patent_WO2003045371A1,Patent_WO2003064391A1,Patent_WO2005056012A1,Patent_WO2004019873A2,Pmcoa_3215189,Patent_US8076293,Patent_WO2011150393A2,Patent_WO2008116887A2,Patent_US9796745,Patent_WO2017106378A1,Patent_WO2009006112A1,Patent_WO2009150119A1,Patent_US8026273,Patent_US8609717,Patent_US9044496,Patent_WO2008116889A1,Patent_WO2008152388A1,Pmcoa_3066703,Patent_WO2004009129A1,Pmcoa_3217908,Pmcoa_3262341,Patent_WO2014130869A1,Patent_WO2009150118A2,Pmcoa_4493651,Patent_WO2011133052A2,Patent_WO2012024404A1,Pmcoa_5637424,Pmcoa_4727621,Pmcoa_5433145,Medline_7157449,Patent_EP1859803B1,Medline_10629418,Pmcoa_4515630,Medline_2169657,Medline_8834771,Pmcoa_384377,Medline_2173673,Patent_US20030099644,Patent_US6482411,Medline_6249879,Medline_223209,Patent_US20110165218,Medline_11510916,Medline_6354546,Patent_WO1994016720A1,Pmcoa_3805527,Medline_1724341,Medline_1878493,Medline_8219935,Medline_8165649,Patent_EP2794665A1,Patent_EP3010940B1,Patent_EP3010940A1,Patent_EP2794665B1,Patent_US20150011505,Patent_US20160137754,Patent_US9475888,Patent_WO2013095279A1,Patent_WO2014202982A1","Prepositional,AssociationPositive,AssociationNegative,Regulation,Association,Treat,Similarity"
23,"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO","PREDNISONE","DRUG","AGE RELATED OSTEOPOROSIS","AGE RELATED OSTEOPOROSIS","CONDITION",93.1824367183591,42,"Patent_EP1181020B1,Patent_US20060292243,Patent_EP1181020A2,Patent_EP1736161A2,Patent_US20020028830,Patent_US20040142912,Patent_US6673782,Pmcoa_3878807,Medline_1420244,Medline_19262556,Pmcoa_4002398,Medline_5594109,Patent_EP1231983A2,Patent_EP1231983B1,Patent_US20050113301,Patent_US20030158159,Patent_US6605591,Patent_US7612034,Medline_10907353,Medline_17192452,Medline_12205904,Medline_1291853,Medline_24432683,Patent_EP2476429A1,Medline_3227195,Medline_29323335,Patent_EP2682125A1,Patent_EP1121456A1,Patent_EP2682124A1,Patent_US20040248078,Patent_US20140249084,Patent_US20120252729,Patent_US6660468,Patent_US20140357560,Patent_WO2000020625A1,Pmcoa_4020469,Pmcoa_5609219,Pmcoa_5780178,Pmcoa_5780099,Pmcoa_2567289,Pmcoa_3845685,Medline_26459042","Association,Prepositional,AssociationPositive,AssociationNegative"
